Taxa	GO	Description	cooccurrence_Non-HIV	cooccurrence_Pre-HIV	cor_Non-HIV	cor_Pre-HIV	diff_cor	p	sign	Ontology	Definition
s__Oscillibacter_sp._ER4	GO:0004044	amidophosphoribosyltransferase activity	147	82	-0.128	-0.574	0.446	0.000176299920919609	Pre-HIV-	MF	Catalysis of the reaction: 5-phospho-beta-D-ribosylamine + L-glutamate + diphosphate = 5-phospho-alpha-D-ribose 1-diphosphate + L-glutamine + H(2)O.
s__Eubacterium_coprostanoligenes	GO:0006402	mRNA catabolic process	141	79	0.323	-0.198	0.521	0.000177130066399522	Non-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of mRNA, messenger RNA, which is responsible for carrying the coded genetic 'message', transcribed from DNA, to sites of protein assembly at the ribosomes.
s__Blautia_obeum	GO:0042732	D-xylose metabolic process	151	82	0.037	-0.451	0.487	0.000177514171272319	Pre-HIV-	BP	The chemical reactions and pathways involving D-xylose, a naturally occurring plant polysaccharide.
s__Blautia_obeum	GO:0048040	UDP-glucuronate decarboxylase activity	151	82	0.037	-0.451	0.487	0.000177514171272319	Pre-HIV-	MF	Catalysis of the reaction: H(+) + UDP-alpha-D-glucuronate = CO(2) + UDP-alpha-D-xylose.
s__Dorea_sp._OM07_5	GO:0004088	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	139	78	0.052	0.531	0.478	0.000180530462819073	Pre-HIV+	MF	Catalysis of the reaction: 2 ATP + L-glutamine + CO2 + H2O = 2 ADP + phosphate + glutamate + carbamoyl phosphate.
s__Phascolarctobacterium_succinatutens	GO:0031419	cobalamin binding	122	69	0.041	0.548	0.507	0.000180917849918361	Pre-HIV+	MF	Interacting selectively and non-covalently with cobalamin (vitamin B12), a water-soluble vitamin characterized by possession of a corrin nucleus containing a cobalt atom.
s__Oscillibacter_sp._ER4	GO:0004459	L-lactate dehydrogenase activity	147	82	-0.226	-0.637	0.412	0.000181802874048564	Pre-HIV-	MF	Catalysis of the reaction: (S)-lactate + NAD+ = pyruvate + NADH + H+.
s__Waltera_intestinalis	GO:0004399	histidinol dehydrogenase activity	146	77	0.012	-0.48	0.493	0.000182554046609829	Pre-HIV-	MF	Catalysis of the reaction: L-histidinol + NAD+ = L-histidine + NADH + H+.
s__Dorea_sp._AF36_15AT	GO:0004175	endopeptidase activity	137	71	0.104	-0.424	0.528	0.000182732392747464	Pre-HIV-	MF	Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain.
s__Vescimonas_coprocola	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	150	82	0.178	-0.329	0.507	0.000183193454476704	Pre-HIV-	MF	Catalysis of the cleavage of the C-O-P bond in the AP site created when DNA glycosylase removes a damaged base, involved in the DNA base excision repair pathway (BER).
s__Blautia_obeum	GO:0015267	channel activity	151	82	-0.203	0.306	0.508	0.000184185300224016	Pre-HIV+	MF	Enables the energy-independent facilitated diffusion, mediated by passage of a solute through a transmembrane aqueous pore or channel. Stereospecificity is not exhibited but this transport may be specific for a particular molecular species or class of molecules.
s__Blautia_ammoniilytica	GO:0004721	phosphoprotein phosphatase activity	150	82	0.141	-0.363	0.503	0.000184669473564547	Pre-HIV-	MF	Catalysis of the reaction: a phosphoprotein + H2O = a protein + phosphate. Together with protein kinases, these enzymes control the state of phosphorylation of cell proteins and thereby provide an important mechanism for regulating cellular activity.
s__Evtepia_gabavorous	GO:0003839	gamma-glutamylcyclotransferase activity	149	81	-0.204	0.307	0.511	0.000185416704391539	Pre-HIV+	MF	Catalysis of the reaction: (5-L-glutamyl)-L-amino acid = 5-oxoproline + L-amino acid.
s__Senegalimassilia_faecalis	GO:0004555	alpha,alpha-trehalase activity	139	81	0.121	-0.388	0.509	0.000186496559654303	Pre-HIV-	MF	Catalysis of the reaction: alpha,alpha-trehalose + H2O = 2 D-glucose.
s__Adlercreutzia_equolifaciens	GO:0043768	S-ribosylhomocysteine lyase activity	149	82	-0.318	0.19	0.508	0.000188329302904577	Non-HIV-	MF	Catalysis of the reaction: S-(5-deoxy-D-ribos-5-yl)-L-homocysteine = (S)-4,5-dihydroxypentane-2,3-dione + L-homocysteine.
s__Blautia_sp._Marseille_P3087	GO:0043139	5'-3' DNA helicase activity	150	82	-0.208	0.3	0.508	0.000190358806656077	Pre-HIV+	MF	Catalysis of the unwinding of the DNA helix in the direction 5' to 3'.
s__Senegalimassilia_faecalis	GO:0005991	trehalose metabolic process	139	81	0.121	-0.387	0.508	0.000190550538939238	Pre-HIV-	BP	The chemical reactions and pathways involving trehalose, a disaccharide isomeric with sucrose and obtained from certain lichens and fungi.
s__Bacteroides_ovatus	GO:0008929	methylglyoxal synthase activity	147	75	0.215	-0.309	0.525	0.000191326749804599	Pre-HIV-	MF	Catalysis of the reaction: glycerone phosphate = methylglyoxal + phosphate.
s__Bacteroides_ovatus	GO:0019242	methylglyoxal biosynthetic process	147	75	0.215	-0.309	0.525	0.000191326749804599	Pre-HIV-	BP	The chemical reactions and pathways resulting in the formation of methylglyoxal, CH3-CO-CHO, the aldehyde of pyruvic acid.
s__Barnesiella_intestinihominis	GO:0006633	fatty acid biosynthetic process	111	66	0.103	-0.452	0.555	0.000192641048061493	Pre-HIV-	BP	The chemical reactions and pathways resulting in the formation of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes.
s__Bacteroides_uniformis	GO:0004109	coproporphyrinogen oxidase activity	148	79	-0.34	0.172	0.512	0.000193862866562977	Non-HIV-	MF	Catalysis of the reaction: coproporphyrinogen III + 2 H(+) + O(2) = 2 CO(2) + 2 H(2)O + protoporphyrinogen IX.
s__Bacteroides_ovatus	GO:0006811	ion transport	147	75	0.44	-0.065	0.505	0.000194116470451977	Non-HIV+	BP	The directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.
s__Phascolarctobacterium_succinatutens	GO:0004722	protein serine/threonine phosphatase activity	122	69	0.072	-0.462	0.534	0.000194198611996876	Pre-HIV-	MF	Catalysis of the reaction: protein serine phosphate + H2O = protein serine + phosphate, and protein threonine phosphate + H2O = protein threonine + phosphate.
s__Oscillibacter_sp._ER4	GO:0006542	glutamine biosynthetic process	147	82	-0.024	-0.498	0.473	0.000194259541742348	Pre-HIV-	BP	The chemical reactions and pathways resulting in the formation of glutamine, 2-amino-4-carbamoylbutanoic acid.
s__Eggerthella_lenta	GO:0006465	signal peptide processing	151	82	-0.076	-0.534	0.458	0.000194567706875093	Pre-HIV-	BP	The proteolytic removal of a signal peptide from a protein during or after transport to a specific location in the cell.
s__Anaerotignum_faecicola	GO:1902604	p-aminobenzoyl-glutamate transmembrane transport	147	79	0.167	-0.345	0.512	0.000195294617987507	Pre-HIV-	BP	The directed movement of N-(4-aminobenzoyl)-L-glutamate across a membrane.
s__Anaerotignum_faecicola	GO:0015558	secondary active p-aminobenzoyl-glutamate transmembrane transporter activity	147	79	0.167	-0.345	0.512	0.000195294617987729	Pre-HIV-	MF	Enables the transfer of p-aminobenzoyl-glutamate from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Secondary active transporters include symporters and antiporters. p-aminobenzoyl-glutamate is the anion of p-aminobenzoyl-glutamic acid.
s__Catenibacterium_mitsuokai	GO:0019346	transsulfuration	139	79	-0.17	0.347	0.516	0.000197499267175161	Pre-HIV+	BP	The interconversion of homocysteine and cysteine via cystathionine. In contrast with enteric bacteria and mammals, Saccharomyces cerevisiae has two transsulfuration pathways employing two separate sets of enzymes.
s__Phascolarctobacterium_succinatutens	GO:0019867	outer membrane	122	69	0.093	0.581	0.488	0.000200463361017977	Pre-HIV+	CC	The external membrane of Gram-negative bacteria or certain organelles such as mitochondria and chloroplasts; freely permeable to most ions and metabolites.
s__Roseburia_inulinivorans	GO:0016772	transferase activity, transferring phosphorus-containing groups	150	82	0.104	0.553	0.449	0.000203241619547878	Pre-HIV+	MF	Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor).
s__Yeguia_hominis	GO:0019538	protein metabolic process	148	82	-0.006	-0.482	0.476	0.000204977853325738	Pre-HIV-	BP	The chemical reactions and pathways involving a protein. Includes protein modification.
s__Faecalibacterium_sp._I3389	GO:0009166	nucleotide catabolic process	150	81	0.074	0.533	0.459	0.000205415697731137	Pre-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of nucleotides, any nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic-nucleotides (nucleoside cyclic phosphates).
s__Dorea_sp._OM07_5	GO:0006541	glutamine metabolic process	139	78	-0.088	0.418	0.506	0.000206131588750491	Pre-HIV+	BP	The chemical reactions and pathways involving glutamine, 2-amino-4-carbamoylbutanoic acid.
s__Catenibacterium_mitsuokai	GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity	139	79	-0.204	0.313	0.517	0.000208712100906672	Pre-HIV+	MF	Catalysis of the reaction: alpha-D-galactose 1-phosphate + UDP-D-glucose = alpha-D-glucose 1-phosphate + UDP-D-galactose.
s__Phocaeicola_vulgatus	GO:0006354	DNA-templated transcription, elongation	150	82	0.129	0.57	0.441	0.000209590250415337	Pre-HIV+	BP	The extension of an RNA molecule after transcription initiation and promoter clearance at a DNA-dependent RNA polymerase promoter by the addition of ribonucleotides catalyzed by an RNA polymerase.
s__Dorea_ammoniilytica	GO:0004534	5'-3' exoribonuclease activity	150	80	0.028	0.5	0.472	0.000210790636937741	Pre-HIV+	MF	Catalysis of the sequential cleavage of mononucleotides from a free 5' terminus of an RNA molecule.
s__Blautia_faecis	GO:0016793	triphosphoric monoester hydrolase activity	151	82	0.398	-0.095	0.492	0.000214273513861718	Non-HIV+	MF	Catalysis of the hydrolysis of a triphosphoester to give a triphosphate group and a free hydroxyl group.
s__Simiaoa_sunii	GO:0004399	histidinol dehydrogenase activity	148	81	0.013	-0.467	0.48	0.000215242614490574	Pre-HIV-	MF	Catalysis of the reaction: L-histidinol + NAD+ = L-histidine + NADH + H+.
s__Roseburia_inulinivorans	GO:0016868	intramolecular transferase activity, phosphotransferases	150	82	-0.067	-0.525	0.458	0.000216543535783487	Pre-HIV-	MF	Catalysis of the transfer of a phosphate group from one position to another within a single molecule.
s__Oscillibacter_sp._MSJ_31	GO:0006465	signal peptide processing	149	81	0.02	0.492	0.472	0.000220693590131438	Pre-HIV+	BP	The proteolytic removal of a signal peptide from a protein during or after transport to a specific location in the cell.
s__Clostridium_sp._AM49_4BH	GO:0050182	phosphate butyryltransferase activity	141	80	0.038	0.511	0.472	0.000220978601185307	Pre-HIV+	MF	Catalysis of the reaction: butanoyl-CoA + phosphate = butanoyl phosphate + CoA.
s__Oscillibacter_sp._ER4	GO:0004641	phosphoribosylformylglycinamidine cyclo-ligase activity	147	82	-0.113	-0.558	0.445	0.000226248371838933	Pre-HIV-	MF	Catalysis of the reaction: 2-(formamido)-N(1)-(5-phospho-D-ribosyl)acetamidine + ATP = 5-amino-1-(5-phospho-D-ribosyl)imidazole + ADP + 2 H(+) + phosphate.
s__Dorea_ammoniilytica	GO:0004639	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	150	80	0.088	0.542	0.454	0.000228853579387067	Pre-HIV+	MF	Catalysis of the reaction: 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + L-aspartate + ATP = (2S)-2-[5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamido]succinate + ADP + 2 H(+) + phosphate.
s__Blautia_glucerasea	GO:0042732	D-xylose metabolic process	151	82	-0.02	-0.488	0.468	0.00023247290231132	Pre-HIV-	BP	The chemical reactions and pathways involving D-xylose, a naturally occurring plant polysaccharide.
s__Blautia_glucerasea	GO:0048040	UDP-glucuronate decarboxylase activity	151	82	-0.02	-0.488	0.468	0.000232472902311542	Pre-HIV-	MF	Catalysis of the reaction: H(+) + UDP-alpha-D-glucuronate = CO(2) + UDP-alpha-D-xylose.
s__Oscillibacter_sp._ER4	GO:0008233	peptidase activity	147	82	0.146	0.58	0.433	0.000236015631025488	Pre-HIV+	MF	Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid.
s__Schaalia_odontolytica	GO:0019752	carboxylic acid metabolic process	139	77	-0.174	0.341	0.515	0.000236350507270666	Pre-HIV+	BP	The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-).
s__Dorea_sp._AF36_15AT	GO:0004151	dihydroorotase activity	150	80	0.186	0.608	0.422	0.000238212771691115	Pre-HIV+	MF	Catalysis of the reaction: (S)-dihydroorotate + H(2)O = N-carbamoyl-L-aspartate + H(+).
s__Dorea_ammoniilytica	GO:0004645	phosphorylase activity	150	80	-0.11	0.385	0.495	0.000240734430281053	Pre-HIV+	MF	Catalysis of the reaction: 1,4-alpha-D-glucosyl(n) + phosphate = 1,4-alpha-D-glucosyl(n-1) + alpha-D-glucose 1-phosphate. The name should be qualified in each instance by adding the name of the natural substrate, e.g. maltodextrin phosphorylase, starch phosphorylase, glycogen phosphorylase.
s__Bifidobacterium_longum	GO:0017003	protein-heme linkage	139	77	-0.166	0.347	0.514	0.000241187412288291	Pre-HIV+	BP	The covalent linkage of heme and a protein.
s__Suilimivivens_aceti	GO:0047343	glucose-1-phosphate cytidylyltransferase activity	150	82	0.055	0.513	0.458	0.000243551630824346	Pre-HIV+	MF	Catalysis of the reaction: alpha-D-glucose 1-phosphate + CTP = CDP-D-glucose + diphosphate.
s__Oliverpabstia_intestinalis	GO:0003684	damaged DNA binding	150	81	0.005	0.477	0.471	0.000248346134106292	Pre-HIV+	MF	Interacting selectively and non-covalently with damaged DNA.
s__Phocaeicola_vulgatus	GO:0016855	racemase and epimerase activity, acting on amino acids and derivatives	150	82	-0.31	0.188	0.498	0.000248718040265938	Non-HIV-	MF	Catalysis of a reaction that alters the configuration of one or more chiral centers in an amino acid.
s__Vescimonas_coprocola	GO:0004612	phosphoenolpyruvate carboxykinase (ATP) activity	150	82	-0.189	0.309	0.498	0.000250174393197744	Pre-HIV+	MF	Catalysis of the reaction: ATP + oxaloacetate = ADP + CO(2) + H(+) + phosphoenolpyruvate.
s__Simiaoa_sunii	GO:0030163	protein catabolic process	148	81	-0.075	0.412	0.488	0.000251228271816561	Pre-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds.
s__Yeguia_hominis	GO:0015572	N-acetylglucosamine transmembrane transporter activity	140	76	0	-0.486	0.486	0.00025125823355121	Pre-HIV-	MF	Enables the transfer of N-acetylglucosamine from one side of a membrane to the other. The D isomer of N-acetylglucosamine is a common structural unit of glycoproteins in plants, bacteria and animals; it is often the terminal sugar of an oligosaccharide group of a glycoprotein.
s__Yeguia_hominis	GO:0019866	organelle inner membrane	140	76	0	-0.486	0.486	0.00025125823355121	Pre-HIV-	CC	The inner, i.e. lumen-facing, lipid bilayer of an organelle envelope; usually highly selective to most ions and metabolites.
s__Anaerostipes_hadrus	GO:0006102	isocitrate metabolic process	151	82	0.345	-0.149	0.494	0.000251494511983807	Non-HIV+	BP	The chemical reactions and pathways involving isocitrate, the anion of isocitric acid, 1-hydroxy-1,2,3-propanetricarboxylic acid. Isocitrate is an important intermediate in the TCA cycle and the glycoxylate cycle.
s__Faecalibacterium_sp._CLA_AA_H233	GO:0009055	electron transfer activity	151	81	0.062	0.518	0.457	0.000251542432263108	Pre-HIV+	MF	Any molecular entity that serves as an electron acceptor and electron donor in an electron transport chain. An electron transport chain is a process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.
s__Adlercreutzia_equolifaciens	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	149	82	-0.06	0.423	0.483	0.00025187268525384	Pre-HIV+	MF	Catalysis of the hydrolysis of any carbon-nitrogen bond, C-N, with the exception of peptide bonds.
