Taxa	GO	Description	cooccurrence_Non-HIV	cooccurrence_Pre-HIV	cor_Non-HIV	cor_Pre-HIV	diff_cor	p	sign	Ontology	Definition
s__Rothia_sp._HMSC065C12	GO:0004151	dihydroorotase activity	142	76	0.038	0.476	0.439	0.000883661439215588	Pre-HIV+	MF	Catalysis of the reaction: (S)-dihydroorotate + H(2)O = N-carbamoyl-L-aspartate + H(+).
s__Veillonella_dispar	GO:0006555	methionine metabolic process	143	77	-0.13	0.333	0.464	0.000890714030454598	Pre-HIV+	BP	The chemical reactions and pathways involving methionine (2-amino-4-(methylthio)butanoic acid), a sulfur-containing, essential amino acid found in peptide linkage in proteins.
s__Rothia_sp._HMSC062F03	GO:0046961	proton-transporting ATPase activity, rotational mechanism	132	72	0.054	0.5	0.446	0.000890857853168336	Pre-HIV+	MF	Enables the transfer of protons from one side of a membrane to the other according to the reaction: ATP + H2O + H+(in) = ADP + phosphate + H+(out), by a rotational mechanism.
s__Candidatus_Nanosynbacter_sp._TM7_075	GO:0009103	lipopolysaccharide biosynthetic process	96	50	-0.244	0.332	0.576	0.000908496906299572	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of lipopolysaccharides, any of a group of related, structurally complex components of the outer membrane of Gram-negative bacteria.
s__Veillonella_sp._S13053_19	GO:0009058	biosynthetic process	138	75	-0.328	0.142	0.471	0.000909482740042877	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
s__Streptococcus_oralis	GO:0097367	carbohydrate derivative binding	145	78	0.365	-0.09	0.455	0.000915918188631792	Non-HIV+	MF	Interacting selectively and non-covalently with a carbohydrate derivative.
s__Haemophilus_parainfluenzae	GO:0004735	pyrroline-5-carboxylate reductase activity	143	77	-0.409	0.042	0.451	0.000919624807980135	Non-HIV-	MF	Catalysis of the reaction: L-proline + NADP+ = 1-pyrroline-5-carboxylate + NADPH + H+.
s__Veillonella_sp._oral_taxon_158	GO:0009058	biosynthetic process	141	76	-0.349	0.115	0.463	0.000929946905265266	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
s__Veillonella_nakazawae	GO:0015424	amino acid-transporting ATPase activity	138	75	-0.111	0.355	0.466	0.000939671521565044	Pre-HIV+	MF	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + amino acid(out/in) = ADP + phosphate + amino acid(in/out).
s__Streptococcus_vestibularis	GO:0042773	ATP synthesis coupled electron transport	140	77	-0.393	0.061	0.455	0.000946159329522134	Non-HIV-	BP	The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP.
s__Veillonella_nakazawae	GO:0008186	RNA-dependent ATPase activity	138	74	0.165	-0.308	0.472	0.000956045129012484	Pre-HIV-	MF	Catalysis of the reaction: ATP + H2O = ADP + phosphate; this reaction requires the presence of RNA, and it drives another reaction.
s__Veillonella_nakazawae	GO:0042910	xenobiotic transmembrane transporter activity	138	75	-0.065	0.394	0.458	0.000981941915147777	Pre-HIV+	MF	Enables the directed movement of a xenobiotic, a compound foreign to living organisms, from one side of a membrane to the other.
s__Streptococcus_sp._M334	GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity	140	75	-0.419	0.033	0.452	0.00098601284009292	Non-HIV-	MF	Catalysis of the reaction: 2-C-methyl-D-erythritol 4-phosphate + CTP = 4-CDP-2-C-methyl-D-erythritol + diphosphate.
s__Neisseria_mucosa	GO:0046034	ATP metabolic process	137	73	-0.301	0.173	0.474	0.000987541575117268	Non-HIV-	BP	The chemical reactions and pathways involving ATP, adenosine triphosphate, a universally important coenzyme and enzyme regulator.
s__Rothia_sp._HMSC062F03	GO:0033179	proton-transporting V-type ATPase, V0 domain	129	71	-0.048	0.42	0.468	0.000994315295213655	Pre-HIV+	CC	A protein complex that forms part of a proton-transporting V-type ATPase and mediates proton transport across a membrane. The V0 complex consists of at least four different subunits (a,c,d and e); six or more c subunits form a proton-binding rotor ring.
s__Streptococcus_sp._Marseille_Q6470	GO:0070401	NADP+ binding	131	70	0.068	-0.403	0.471	0.00102598308793067	Pre-HIV-	MF	Interacting selectively and non-covalently with the oxidized form, NADP+, of nicotinamide-adenine dinucleotide phosphate, a coenzyme involved in many redox and biosynthetic reactions.
s__Campylobacter_concisus	GO:0004375	glycine dehydrogenase (decarboxylating) activity	118	63	0.336	-0.172	0.508	0.00102733586776016	Non-HIV+	MF	Catalysis of the reaction: glycine + lipoylprotein = S-aminomethyldihydrolipoylprotein + CO2.
s__Veillonella_sp._CLA_AA_H247	GO:0140663	none	131	71	0.137	-0.339	0.476	0.00106004127806369	Pre-HIV-	none	none
s__Haemophilus_parainfluenzae	GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	143	77	-0.383	0.067	0.45	0.00106536326854445	Non-HIV-	MF	Catalysis of the reaction: 5,10-methylenetetrahydrofolate + NADP(+) = 5,10-methenyltetrahydrofolate + NADPH.
s__Veillonella_sp._S13053_19	GO:0000287	magnesium ion binding	138	75	-0.31	0.155	0.465	0.00107900079087453	Non-HIV-	MF	Interacting selectively and non-covalently with magnesium (Mg) ions.
s__Streptococcus_vestibularis	GO:0006779	porphyrin-containing compound biosynthetic process	143	78	-0.404	0.039	0.443	0.00108503252507353	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of any member of a large group of derivatives or analogs of porphyrin. Porphyrin consists of a ring of four pyrrole nuclei linked each to the next at their alpha positions through a methine group.
s__Haemophilus_parainfluenzae	GO:0004150	dihydroneopterin aldolase activity	143	77	-0.413	0.029	0.442	0.00112234783903586	Non-HIV-	MF	Catalysis of the reaction: 2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine = 2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine + glycolaldehyde.
s__Haemophilus_parainfluenzae	GO:0006760	folic acid-containing compound metabolic process	143	77	-0.413	0.029	0.442	0.00112234783903631	Non-HIV-	BP	The chemical reactions and pathways involving a folic acid-containing compound, i.e. any of a group of heterocyclic compounds based on the pteroic acid skeleton conjugated with one or more L-glutamic acid or L-glutamate units.
s__Veillonella_nakazawae	GO:0046690	response to tellurium ion	138	74	-0.406	0.046	0.453	0.0011237953297778	Non-HIV-	BP	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tellurium ion stimulus.
s__Streptococcus_vestibularis	GO:0005618	cell wall	143	78	0.347	-0.103	0.451	0.00112543035542134	Non-HIV+	CC	The rigid or semi-rigid envelope lying outside the cell membrane of plant, fungal, most prokaryotic cells and some protozoan parasites, maintaining their shape and protecting them from osmotic lysis. In plants it is made of cellulose and, often, lignin; in fungi it is composed largely of polysaccharides; in bacteria it is composed of peptidoglycan; in protozoan parasites such as Giardia species, it's made of carbohydrates and proteins.
s__Candidatus_Nanosynbacter_sp._HMT_352	GO:0019941	modification-dependent protein catabolic process	95	57	0.5	-0.008	0.508	0.00114178154902422	Non-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent modification of the target protein.
s__Streptococcus_sp._HMSC061D10	GO:0003917	DNA topoisomerase type I activity	143	77	-0.078	0.371	0.449	0.00114268310870047	Pre-HIV+	MF	Catalysis of a DNA topological transformation by transiently cleaving one DNA strand at a time to allow passage of another strand; changes the linking number by +1 per catalytic cycle.
s__Veillonella_dispar	GO:0140663	none	137	75	0.153	-0.31	0.463	0.00114756307611974	Pre-HIV-	none	none
s__Candidatus_Nanosynbacter_sp._HMT_352	GO:0010498	proteasomal protein catabolic process	95	57	0.5	-0.008	0.508	0.00115964826355652	Non-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome.
s__Prevotella_sp._oral_taxon_306	GO:0048500	signal recognition particle	103	65	0.197	-0.314	0.511	0.00117126480104668	Pre-HIV-	CC	A complex of protein and RNA which facilitates translocation of proteins across membranes.
s__Prevotella_salivae	GO:0001000	bacterial-type RNA polymerase core enzyme binding	114	59	0.31	-0.207	0.518	0.00118667930693683	Non-HIV+	MF	Interacting selectively and non-covalently with the bacterial-type RNA polymerase core enzyme, typically consisting of two alpha, one beta, one beta prime, and one omega subunit.
s__Veillonella_sp._oral_taxon_158	GO:0000287	magnesium ion binding	141	76	-0.323	0.133	0.456	0.00119193739130097	Non-HIV-	MF	Interacting selectively and non-covalently with magnesium (Mg) ions.
s__Veillonella_dispar	GO:0046690	response to tellurium ion	142	76	-0.391	0.056	0.446	0.00119560461951052	Non-HIV-	BP	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tellurium ion stimulus.
s__Veillonella_sp._S13053_19	GO:0003941	L-serine ammonia-lyase activity	138	75	-0.358	0.098	0.456	0.00120018555427159	Non-HIV-	MF	Catalysis of the reaction: L-serine = pyruvate + NH3.
s__Haemophilus_parainfluenzae	GO:0016429	tRNA (adenine-N1-)-methyltransferase activity	143	77	-0.441	-0.009	0.433	0.00120259450181082	Non-HIV-	MF	Catalysis of the reaction: S-adenosyl-L-methionine + tRNA = S-adenosyl-L-homocysteine + tRNA containing N1-methyladenine.
s__Haemophilus_parainfluenzae	GO:0031388	organic acid phosphorylation	142	77	-0.418	0.021	0.439	0.00120445126325386	Non-HIV-	BP	The process of introducing one or more phosphate groups into an organic acid.
s__Veillonella_dispar	GO:0008320	protein transmembrane transporter activity	143	77	-0.062	-0.483	0.421	0.00123128050928556	Pre-HIV-	MF	Enables the transfer of a protein from one side of a membrane to the other.
s__Haemophilus_parainfluenzae	GO:0015937	coenzyme A biosynthetic process	143	77	-0.419	0.017	0.436	0.00125551882199293	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of coenzyme A, 3'-phosphoadenosine-(5')diphospho(4')pantatheine, an acyl carrier in many acylation and acyl-transfer reactions in which the intermediate is a thiol ester.
s__Streptococcus_vestibularis	GO:0006529	asparagine biosynthetic process	143	78	0.416	-0.018	0.434	0.00126544081208646	Non-HIV+	BP	The chemical reactions and pathways resulting in the formation of asparagine, 2-amino-3-carbamoylpropanoic acid.
s__Streptococcus_sp._Marseille_Q6470	GO:0004148	dihydrolipoyl dehydrogenase activity	140	74	0.364	-0.089	0.453	0.00127603392731168	Non-HIV+	MF	Catalysis of the reaction: protein N6-(dihydrolipoyl)lysine + NAD+ = protein N6-(lipoyl)lysine + NADH + H+.
s__Veillonella_nakazawae	GO:0031012	extracellular matrix	138	75	-0.109	0.344	0.453	0.00133772928903442	Pre-HIV+	CC	A structure lying external to one or more cells, which provides structural support for cells or tissues.
s__Veillonella_sp._CLA_AA_H247	GO:0009055	electron transfer activity	134	73	-0.042	-0.474	0.432	0.00137339331523756	Pre-HIV-	MF	Any molecular entity that serves as an electron acceptor and electron donor in an electron transport chain. An electron transport chain is a process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.
s__Veillonella_nakazawae	GO:0009055	electron transfer activity	138	75	0.022	-0.417	0.44	0.00138402366836421	Pre-HIV-	MF	Any molecular entity that serves as an electron acceptor and electron donor in an electron transport chain. An electron transport chain is a process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.
s__Haemophilus_parainfluenzae	GO:0016857	racemase and epimerase activity, acting on carbohydrates and derivatives	143	77	-0.433	-0.005	0.428	0.0014030390050852	Non-HIV-	MF	Catalysis of a reaction that alters the configuration of one or more chiral centers in a carbohydrate molecule.
s__Streptococcus_vestibularis	GO:0030527	structural constituent of chromatin	143	78	-0.381	0.056	0.437	0.00140416364988183	Non-HIV-	MF	The action of a molecule that contributes to the structural integrity of chromatin.
s__Streptococcus_vestibularis	GO:0015562	efflux transmembrane transporter activity	140	78	-0.454	-0.031	0.423	0.0014186131459506	Non-HIV-	MF	Enables the transfer of a specific substance or related group of substances from the inside of the cell to the outside of the cell across a membrane.
s__Veillonella_nakazawae	GO:0045892	negative regulation of transcription, DNA-templated	138	75	-0.072	0.374	0.446	0.00143675786363273	Pre-HIV+	BP	Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription.
s__Streptococcus_vestibularis	GO:0016657	oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor	136	74	-0.016	0.424	0.44	0.00144387530417633	Pre-HIV+	MF	Catalysis of an oxidation-reduction (redox) reaction in which NADH or NADPH acts as a hydrogen or electron donor and reduces a nitrogenous group.
s__Candidatus_Nanosynbacter_sp._TM7_075	GO:0004525	ribonuclease III activity	96	50	0.245	-0.309	0.554	0.00144791794190824	Pre-HIV-	MF	Catalysis of the endonucleolytic cleavage of RNA with 5'-phosphomonoesters and 3'-OH termini; makes two staggered cuts in both strands of dsRNA, leaving a 3' overhang of 2 nt.
s__Streptococcus_oralis	GO:0043190	ATP-binding cassette (ABC) transporter complex	145	78	0.43	0.006	0.425	0.00145230305648969	Non-HIV+	CC	A complex for the transport of metabolites into and out of the cell, typically comprised of four domains; two membrane-associated domains and two ATP-binding domains at the intracellular face of the membrane, that form a central pore through the plasma membrane. Each of the four core domains may be encoded as a separate polypeptide or the domains can be fused in any one of a number of ways into multidomain polypeptides. In Bacteria and Archaebacteria, ABC transporters also include substrate binding proteins to bind substrate external to the cytoplasm and deliver it to the transporter.
s__Fusobacterium_periodonticum	GO:0035429	gluconate transmembrane transport	111	52	0.382	-0.144	0.527	0.00146540181789989	Non-HIV+	BP	The process in which gluconate is transported across a membrane. Gluconate is the aldonic acid derived from glucose.
s__Fusobacterium_periodonticum	GO:0015128	gluconate transmembrane transporter activity	111	52	0.382	-0.144	0.527	0.00146540181790056	Non-HIV+	MF	Enables the transfer of gluconate from one side of a membrane to the other. Gluconate is the aldonic acid derived from glucose.
s__Haemophilus_parainfluenzae	GO:0004750	ribulose-phosphate 3-epimerase activity	143	77	-0.373	0.065	0.438	0.00147491283493495	Non-HIV-	MF	Catalysis of the reaction: D-ribulose 5-phosphate = D-xylulose 5-phosphate.
s__Haemophilus_parainfluenzae	GO:0015878	biotin transport	142	76	-0.515	-0.11	0.405	0.00148191702750733	Non-HIV-	BP	The directed movement of biotin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Biotin is cis-tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid; the (+) enantiomer is very widely distributed in cells and serves as a carrier in a number of enzymatic beta-carboxylation reactions.
s__Haemophilus_parainfluenzae	GO:0015225	biotin transmembrane transporter activity	142	76	-0.515	-0.11	0.405	0.00148191702750777	Non-HIV-	MF	Enables the transfer of biotin from one side of a membrane to the other. Biotin is cis-tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid; the (+) enantiomer is very widely distributed in cells and serves as a carrier in a number of enzymatic beta-carboxylation reactions.
